基金代码,基金名称,重仓股代码,重仓股比例_x,重仓股比例_y,仓位变化,日期
000309.OF,大摩品质生活精选,000651.SZ,6.3127,4.2251,-2.0876,2019/12/31
000309.OF,大摩品质生活精选,002627.SZ,6.8325,8.1744,1.3419,2019/12/31
000309.OF,大摩品质生活精选,002594.SZ,7.091,6.7276,-0.3634,2019/12/31
000309.OF,大摩品质生活精选,002695.SZ,8.3852,9.1133,0.7281,2019/12/31
000309.OF,大摩品质生活精选,002212.SZ,8.9821,5.9728,-3.0093,2019/12/31
000309.OF,大摩品质生活精选,600030.SH,6.7677,0,-6.7677,2019/12/31
000327.OF,南方潜力新蓝筹,002597.SZ,0,3.1401,3.1401,2019/12/31
000327.OF,南方潜力新蓝筹,002327.SZ,0,2.5901,2.5901,2019/12/31
000327.OF,南方潜力新蓝筹,601577.SH,0,3.6864,3.6864,2019/12/31
000327.OF,南方潜力新蓝筹,600068.SH,4.7779,5.3379,0.56,2019/12/31
000327.OF,南方潜力新蓝筹,600511.SH,2.9738,3.4532,0.4794,2019/12/31
000327.OF,南方潜力新蓝筹,600258.SH,3.5167,0,-3.5167,2019/12/31
000327.OF,南方潜力新蓝筹,603056.SH,3.286,0,-3.286,2019/12/31
000327.OF,南方潜力新蓝筹,002614.SZ,4.0479,3.9805,-0.0674,2019/12/31
000327.OF,南方潜力新蓝筹,000028.SZ,2.9685,2.9869,0.0184,2019/12/31
000327.OF,南方潜力新蓝筹,000887.SZ,2.7336,2.9565,0.2229,2019/12/31
000327.OF,南方潜力新蓝筹,000910.SZ,3.83,0,-3.83,2019/12/31
000327.OF,南方潜力新蓝筹,600176.SH,4.9234,4.9853,0.0619,2019/12/31
000327.OF,南方潜力新蓝筹,601838.SH,4.0003,4.613,0.6127,2019/12/31
000339.OF,长城医疗保健,603939.SH,3.6747,0,-3.6747,2019/12/31
000339.OF,长城医疗保健,603456.SH,0,4.1228,4.1228,2019/12/31
000339.OF,长城医疗保健,603658.SH,0,4.1705,4.1705,2019/12/31
000339.OF,长城医疗保健,600519.SH,7.5138,5.1746,-2.3392,2019/12/31
000339.OF,长城医疗保健,688358.SH,0,4.7141,4.7141,2019/12/31
000339.OF,长城医疗保健,600763.SH,5.2558,4.4433,-0.8125,2019/12/31
000339.OF,长城医疗保健,000661.SZ,6.3879,6.3072,-0.0807,2019/12/31
000339.OF,长城医疗保健,603259.SH,4.1895,4.0208,-0.1687,2019/12/31
000339.OF,长城医疗保健,300122.SZ,4.0336,4.0407,0.0071,2019/12/31
000339.OF,长城医疗保健,300347.SZ,0,4.179,4.179,2019/12/31
000339.OF,长城医疗保健,300529.SZ,3.7348,0,-3.7348,2019/12/31
000339.OF,长城医疗保健,603233.SH,3.6933,0,-3.6933,2019/12/31
000339.OF,长城医疗保健,600276.SH,4.9435,4.3893,-0.5542,2019/12/31
000339.OF,长城医疗保健,300601.SZ,3.825,0,-3.825,2019/12/31
000409.OF,鹏华环保产业,300014.SZ,0,3.3061,3.3061,2019/12/31
000409.OF,鹏华环保产业,603659.SH,0,2.5453,2.5453,2019/12/31
000409.OF,鹏华环保产业,300124.SZ,0,2.5177,2.5177,2019/12/31
000409.OF,鹏华环保产业,000333.SZ,2.5482,0,-2.5482,2019/12/31
000409.OF,鹏华环保产业,601318.SH,5.1247,0,-5.1247,2019/12/31
000409.OF,鹏华环保产业,002475.SZ,4.2948,5.725,1.4302,2019/12/31
000409.OF,鹏华环保产业,300750.SZ,3.9046,5.6829,1.7783,2019/12/31
000409.OF,鹏华环保产业,600438.SH,3.8956,2.9077,-0.9879,2019/12/31
000409.OF,鹏华环保产业,002616.SZ,3.6083,5.971,2.3627,2019/12/31
000409.OF,鹏华环保产业,600406.SH,3.3822,3.9867,0.6045,2019/12/31
000409.OF,鹏华环保产业,600323.SH,3.148,3.0452,-0.1028,2019/12/31
000409.OF,鹏华环保产业,601012.SH,2.5973,0,-2.5973,2019/12/31
000409.OF,鹏华环保产业,000651.SZ,2.5348,2.8352,0.3004,2019/12/31
000411.OF,景顺长城优质成长,000651.SZ,0,2.0814,2.0814,2019/12/31
000411.OF,景顺长城优质成长,600036.SH,0,4.8953,4.8953,2019/12/31
000411.OF,景顺长城优质成长,601186.SH,0,3.0443,3.0443,2019/12/31
000411.OF,景顺长城优质成长,600276.SH,0,2.8682,2.8682,2019/12/31
000411.OF,景顺长城优质成长,601997.SH,0,2.851,2.851,2019/12/31
000411.OF,景顺长城优质成长,601998.SH,0,2.8404,2.8404,2019/12/31
000411.OF,景顺长城优质成长,600346.SH,0,2.0182,2.0182,2019/12/31
000411.OF,景顺长城优质成长,600000.SH,3.0124,0,-3.0124,2019/12/31
000411.OF,景顺长城优质成长,600188.SH,2.5293,0,-2.5293,2019/12/31
000411.OF,景顺长城优质成长,600031.SH,2.2166,0,-2.2166,2019/12/31
000411.OF,景顺长城优质成长,600919.SH,2.809,0,-2.809,2019/12/31
000411.OF,景顺长城优质成长,601009.SH,2.8483,2.3845,-0.4638,2019/12/31
000411.OF,景顺长城优质成长,600837.SH,2.9753,0,-2.9753,2019/12/31
000411.OF,景顺长城优质成长,600519.SH,3.659,0,-3.659,2019/12/31
000411.OF,景顺长城优质成长,601318.SH,7.7345,6.963,-0.7715,2019/12/31
000411.OF,景顺长城优质成长,601818.SH,2.3868,2.0019,-0.3849,2019/12/31
000411.OF,景顺长城优质成长,601169.SH,2.2724,0,-2.2724,2019/12/31
000418.OF,景顺长城成长之星,002475.SZ,8.8589,8.5105,-0.3484,2019/12/31
000418.OF,景顺长城成长之星,002714.SZ,5.1319,7.376,2.2441,2019/12/31
000418.OF,景顺长城成长之星,600183.SH,4.7895,0,-4.7895,2019/12/31
000418.OF,景顺长城成长之星,600703.SH,4.3735,0,-4.3735,2019/12/31
000418.OF,景顺长城成长之星,000063.SZ,4.2605,0,-4.2605,2019/12/31
000418.OF,景顺长城成长之星,000401.SZ,4.2527,4.2513,-0.0014,2019/12/31
000418.OF,景顺长城成长之星,600519.SH,4.1856,4.075,-0.1106,2019/12/31
000418.OF,景顺长城成长之星,600588.SH,5.2691,0,-5.2691,2019/12/31
000418.OF,景顺长城成长之星,000651.SZ,5.494,3.9454,-1.5486,2019/12/31
000418.OF,景顺长城成长之星,603456.SH,4.377,3.4518,-0.9252,2019/12/31
000418.OF,景顺长城成长之星,300115.SZ,0,7.167,7.167,2019/12/31
000418.OF,景顺长城成长之星,000725.SZ,0,4.8971,4.8971,2019/12/31
000418.OF,景顺长城成长之星,002241.SZ,0,3.5713,3.5713,2019/12/31
000418.OF,景顺长城成长之星,300122.SZ,0,3.3337,3.3337,2019/12/31
000432.OF,中银优秀企业,601933.SH,3.3232,0,-3.3232,2019/12/31
000432.OF,中银优秀企业,600519.SH,3.2792,0,-3.2792,2019/12/31
000432.OF,中银优秀企业,601398.SH,3.1571,0,-3.1571,2019/12/31
000432.OF,中银优秀企业,603899.SH,3.8209,0,-3.8209,2019/12/31
000432.OF,中银优秀企业,600887.SH,3.1174,3.2466,0.1292,2019/12/31
000432.OF,中银优秀企业,601111.SH,2.9927,0,-2.9927,2019/12/31
000432.OF,中银优秀企业,000895.SZ,3.8955,4.5068,0.6113,2019/12/31
000432.OF,中银优秀企业,601818.SH,4.2842,3.5382,-0.746,2019/12/31
000432.OF,中银优秀企业,000725.SZ,0,4.4521,4.4521,2019/12/31
000432.OF,中银优秀企业,600030.SH,5.0182,0,-5.0182,2019/12/31
000432.OF,中银优秀企业,601318.SH,4.9875,0,-4.9875,2019/12/31
000432.OF,中银优秀企业,002832.SZ,0,4.8171,4.8171,2019/12/31
000432.OF,中银优秀企业,603659.SH,0,5.0336,5.0336,2019/12/31
000432.OF,中银优秀企业,300750.SZ,0,3.8973,3.8973,2019/12/31
000432.OF,中银优秀企业,300770.SZ,0,3.2875,3.2875,2019/12/31
000432.OF,中银优秀企业,688023.SH,0,3.2054,3.2054,2019/12/31
000432.OF,中银优秀企业,600570.SH,0,3.4703,3.4703,2019/12/31
000471.OF,富国城镇发展,002311.SZ,6.373,6.774,0.401,2019/12/31
000471.OF,富国城镇发展,300285.SZ,3.2606,0,-3.2606,2019/12/31
000471.OF,富国城镇发展,603899.SH,5.8155,5.415,-0.4005,2019/12/31
000471.OF,富国城镇发展,603882.SH,5.3485,3.9979,-1.3506,2019/12/31
000471.OF,富国城镇发展,300144.SZ,5.1225,4.9773,-0.1452,2019/12/31
000471.OF,富国城镇发展,000651.SZ,4.9889,4.497,-0.4919,2019/12/31
000471.OF,富国城镇发展,600529.SH,4.9194,4.0316,-0.8878,2019/12/31
000471.OF,富国城镇发展,002223.SZ,3.712,0,-3.712,2019/12/31
000471.OF,富国城镇发展,002142.SZ,5.9675,4.6353,-1.3322,2019/12/31
000471.OF,富国城镇发展,600887.SH,4.6949,5.5847,0.8898,2019/12/31
000471.OF,富国城镇发展,600690.SH,0,4.5926,4.5926,2019/12/31
000471.OF,富国城镇发展,600258.SH,0,3.2415,3.2415,2019/12/31
000522.OF,华润元大信息传媒科技,600183.SH,7.7441,0,-7.7441,2019/12/31
000522.OF,华润元大信息传媒科技,603986.SH,4.8581,8.1116,3.2535,2019/12/31
000522.OF,华润元大信息传媒科技,300657.SZ,4.7281,0,-4.7281,2019/12/31
000522.OF,华润元大信息传媒科技,002815.SZ,4.3554,0,-4.3554,2019/12/31
000522.OF,华润元大信息传媒科技,002273.SZ,4.3382,0,-4.3382,2019/12/31
000522.OF,华润元大信息传媒科技,603160.SH,6.9347,0,-6.9347,2019/12/31
000522.OF,华润元大信息传媒科技,300308.SZ,7.2073,9.9052,2.6979,2019/12/31
000522.OF,华润元大信息传媒科技,002241.SZ,5.1988,4.5741,-0.6247,2019/12/31
000522.OF,华润元大信息传媒科技,002916.SZ,7.5465,0,-7.5465,2019/12/31
000522.OF,华润元大信息传媒科技,603501.SH,5.7156,0,-5.7156,2019/12/31
000522.OF,华润元大信息传媒科技,688012.SH,0,8.7795,8.7795,2019/12/31
000522.OF,华润元大信息传媒科技,002371.SZ,0,7.9433,7.9433,2019/12/31
000522.OF,华润元大信息传媒科技,300133.SZ,0,7.6171,7.6171,2019/12/31
000522.OF,华润元大信息传媒科技,002475.SZ,0,4.6241,4.6241,2019/12/31
000522.OF,华润元大信息传媒科技,688023.SH,0,4.4341,4.4341,2019/12/31
000522.OF,华润元大信息传媒科技,000063.SZ,0,4.5283,4.5283,2019/12/31
000522.OF,华润元大信息传媒科技,603236.SH,0,4.6209,4.6209,2019/12/31
000524.OF,上投摩根民生需求,000661.SZ,5.428,3.4933,-1.9347,2019/12/31
000524.OF,上投摩根民生需求,603899.SH,5.2623,0,-5.2623,2019/12/31
000524.OF,上投摩根民生需求,300760.SZ,3.8624,0,-3.8624,2019/12/31
000524.OF,上投摩根民生需求,300601.SZ,3.7217,0,-3.7217,2019/12/31
000524.OF,上投摩根民生需求,300357.SZ,3.6725,0,-3.6725,2019/12/31
000524.OF,上投摩根民生需求,002241.SZ,3.5385,0,-3.5385,2019/12/31
000524.OF,上投摩根民生需求,300014.SZ,0,3.7419,3.7419,2019/12/31
000524.OF,上投摩根民生需求,603259.SH,0,5.3566,5.3566,2019/12/31
000524.OF,上投摩根民生需求,603501.SH,3.3888,3.5442,0.1554,2019/12/31
000524.OF,上投摩根民生需求,002821.SZ,3.3855,0,-3.3855,2019/12/31
000524.OF,上投摩根民生需求,002555.SZ,0,3.0916,3.0916,2019/12/31
000524.OF,上投摩根民生需求,300136.SZ,0,3.1077,3.1077,2019/12/31
000524.OF,上投摩根民生需求,002475.SZ,0,3.17,3.17,2019/12/31
000524.OF,上投摩根民生需求,603338.SH,0,3.1779,3.1779,2019/12/31
000524.OF,上投摩根民生需求,300750.SZ,0,3.3614,3.3614,2019/12/31
000524.OF,上投摩根民生需求,600519.SH,3.4817,3.5631,0.0814,2019/12/31
000524.OF,上投摩根民生需求,600845.SH,3.3977,0,-3.3977,2019/12/31
000532.OF,景顺长城优势企业,600309.SH,0,3.6188,3.6188,2019/12/31
000532.OF,景顺长城优势企业,002415.SZ,3.6424,3.4879,-0.1545,2019/12/31
000532.OF,景顺长城优势企业,600276.SH,6.7256,6.8924,0.1668,2019/12/31
000532.OF,景顺长城优势企业,600036.SH,3.8115,3.894,0.0825,2019/12/31
000532.OF,景顺长城优势企业,300015.SZ,3.7043,3.903,0.1987,2019/12/31
000532.OF,景顺长城优势企业,603288.SH,3.3332,3.3755,0.0423,2019/12/31
000532.OF,景顺长城优势企业,000338.SZ,3.2786,4.3838,1.1052,2019/12/31
000532.OF,景顺长城优势企业,002142.SZ,3.2083,3.3843,0.176,2019/12/31
000532.OF,景顺长城优势企业,600009.SH,3.1142,0,-3.1142,2019/12/31
000532.OF,景顺长城优势企业,600519.SH,8.6815,8.4369,-0.2446,2019/12/31
000532.OF,景顺长城优势企业,002032.SZ,5.2143,3.2651,-1.9492,2019/12/31
000547.OF,建信健康民生,600050.SH,5.9852,0,-5.9852,2019/12/31
000547.OF,建信健康民生,000568.SZ,6.1816,0,-6.1816,2019/12/31
000547.OF,建信健康民生,603218.SH,0,6.7966,6.7966,2019/12/31
000547.OF,建信健康民生,600519.SH,9.1002,0,-9.1002,2019/12/31
000547.OF,建信健康民生,601888.SH,4.7621,0,-4.7621,2019/12/31
000547.OF,建信健康民生,000858.SZ,4.5879,0,-4.5879,2019/12/31
000547.OF,建信健康民生,600201.SH,4.3652,0,-4.3652,2019/12/31
000547.OF,建信健康民生,603707.SH,4.2283,0,-4.2283,2019/12/31
000547.OF,建信健康民生,601186.SH,3.8976,0,-3.8976,2019/12/31
000547.OF,建信健康民生,000002.SZ,0,9.047,9.047,2019/12/31
000547.OF,建信健康民生,603520.SH,4.7668,0,-4.7668,2019/12/31
000547.OF,建信健康民生,002123.SZ,6.215,5.2385,-0.9765,2019/12/31
000547.OF,建信健康民生,000625.SZ,0,6.7188,6.7188,2019/12/31
000547.OF,建信健康民生,601166.SH,0,5.7585,5.7585,2019/12/31
000547.OF,建信健康民生,002174.SZ,0,3.7304,3.7304,2019/12/31
000547.OF,建信健康民生,002368.SZ,0,3.4815,3.4815,2019/12/31
000547.OF,建信健康民生,601128.SH,0,3.3802,3.3802,2019/12/31
000547.OF,建信健康民生,002475.SZ,0,3.011,3.011,2019/12/31
000547.OF,建信健康民生,002624.SZ,0,6.5472,6.5472,2019/12/31
000549.OF,华安大国新经济,000977.SZ,4.8603,5.443,0.5827,2019/12/31
000549.OF,华安大国新经济,600745.SH,3.1234,2.2232,-0.9002,2019/12/31
000549.OF,华安大国新经济,002531.SZ,2.9627,2.5028,-0.4599,2019/12/31
000549.OF,华安大国新经济,000063.SZ,2.7583,2.8451,0.0868,2019/12/31
000549.OF,华安大国新经济,300498.SZ,1.8947,1.824,-0.0707,2019/12/31
000549.OF,华安大国新经济,300502.SZ,1.8165,0,-1.8165,2019/12/31
000549.OF,华安大国新经济,603068.SH,5.1334,4.1083,-1.0251,2019/12/31
000549.OF,华安大国新经济,000066.SZ,1.6714,0,-1.6714,2019/12/31
000549.OF,华安大国新经济,603799.SH,0,1.9788,1.9788,2019/12/31
000549.OF,华安大国新经济,601138.SH,0,2.2089,2.2089,2019/12/31
000549.OF,华安大国新经济,300316.SZ,3.136,3.0889,-0.0471,2019/12/31
000549.OF,华安大国新经济,601231.SH,1.7042,2.1288,0.4246,2019/12/31
000550.OF,广发新动力,600030.SH,0,2.2404,2.2404,2019/12/31
000550.OF,广发新动力,000002.SZ,0,2.3718,2.3718,2019/12/31
000550.OF,广发新动力,601628.SH,0,1.7736,1.7736,2019/12/31
000550.OF,广发新动力,601939.SH,2.3298,2.227,-0.1028,2019/12/31
000550.OF,广发新动力,601328.SH,1.4814,0,-1.4814,2019/12/31
000550.OF,广发新动力,601398.SH,2.5407,2.7812,0.2405,2019/12/31
000550.OF,广发新动力,600036.SH,2.4984,3.8693,1.3709,2019/12/31
000550.OF,广发新动力,601336.SH,2.1329,3.0626,0.9297,2019/12/31
000550.OF,广发新动力,600519.SH,2.0519,2.3922,0.3403,2019/12/31
000550.OF,广发新动力,601988.SH,1.5033,0,-1.5033,2019/12/31
000550.OF,广发新动力,002475.SZ,1.4568,1.7773,0.3205,2019/12/31
000550.OF,广发新动力,000333.SZ,1.3438,0,-1.3438,2019/12/31
000550.OF,广发新动力,601318.SH,2.5661,4.7827,2.2166,2019/12/31
000551.OF,信诚幸福消费,000651.SZ,9.4071,7.1718,-2.2353,2019/12/31
000551.OF,信诚幸福消费,000858.SZ,7.7996,8.7881,0.9885,2019/12/31
000551.OF,信诚幸福消费,600887.SH,5.0801,2.9606,-2.1195,2019/12/31
000551.OF,信诚幸福消费,600690.SH,4.9744,8.8854,3.911,2019/12/31
000551.OF,信诚幸福消费,300122.SZ,4.9388,0,-4.9388,2019/12/31
000551.OF,信诚幸福消费,600196.SH,4.7723,0,-4.7723,2019/12/31
000551.OF,信诚幸福消费,002223.SZ,4.5891,4.9073,0.3182,2019/12/31
000551.OF,信诚幸福消费,002035.SZ,4.5765,5.1977,0.6212,2019/12/31
000551.OF,信诚幸福消费,600519.SH,8.6379,0,-8.6379,2019/12/31
000551.OF,信诚幸福消费,002507.SZ,0,7.4906,7.4906,2019/12/31
000551.OF,信诚幸福消费,000568.SZ,4.3893,5.2728,0.8835,2019/12/31
000551.OF,信诚幸福消费,603313.SH,0,3.1738,3.1738,2019/12/31
000551.OF,信诚幸福消费,601607.SH,0,5.0248,5.0248,2019/12/31
000577.OF,安信价值精选,000661.SZ,3.8424,0,-3.8424,2019/12/31
000577.OF,安信价值精选,600690.SH,4.112,5.1964,1.0844,2019/12/31
000577.OF,安信价值精选,000513.SZ,5.2761,6.6356,1.3595,2019/12/31
000577.OF,安信价值精选,002624.SZ,6.0338,8.1433,2.1095,2019/12/31
000577.OF,安信价值精选,603589.SH,6.0867,3.8766,-2.2101,2019/12/31
000577.OF,安信价值精选,600036.SH,7.1756,4.9735,-2.2021,2019/12/31
000577.OF,安信价值精选,002508.SZ,8.5791,9.2407,0.6616,2019/12/31
000577.OF,安信价值精选,000651.SZ,9.6098,8.306,-1.3038,2019/12/31
000577.OF,安信价值精选,600048.SH,9.8553,8.8554,-0.9999,2019/12/31
000577.OF,安信价值精选,300750.SZ,0,4.6784,4.6784,2019/12/31
000577.OF,安信价值精选,002035.SZ,5.6016,3.6515,-1.9501,2019/12/31
000589.OF,光大银发商机主题,601688.SH,4.7222,4.7824,0.0602,2019/12/31
000589.OF,光大银发商机主题,601288.SH,4.8228,5.7121,0.8893,2019/12/31
000589.OF,光大银发商机主题,601398.SH,5.146,6.0767,0.9307,2019/12/31
000589.OF,光大银发商机主题,600588.SH,3.365,4.2408,0.8758,2019/12/31
000589.OF,光大银发商机主题,601166.SH,4.061,3.9284,-0.1326,2019/12/31
000589.OF,光大银发商机主题,002384.SZ,2.3977,0,-2.3977,2019/12/31
000589.OF,光大银发商机主题,600036.SH,2.4764,3.8673,1.3909,2019/12/31
000589.OF,光大银发商机主题,000002.SZ,4.3728,4.771,0.3982,2019/12/31
000589.OF,光大银发商机主题,600958.SH,2.8435,0,-2.8435,2019/12/31
000589.OF,光大银发商机主题,600048.SH,3.2122,2.6959,-0.5163,2019/12/31
000589.OF,光大银发商机主题,600519.SH,0,2.4245,2.4245,2019/12/31
000589.OF,光大银发商机主题,601318.SH,0,2.5713,2.5713,2019/12/31
000594.OF,大摩进取优选,601888.SH,5.1078,0,-5.1078,2019/12/31
000594.OF,大摩进取优选,600547.SH,5.2067,0,-5.2067,2019/12/31
000594.OF,大摩进取优选,600489.SH,5.5196,0,-5.5196,2019/12/31
000594.OF,大摩进取优选,601808.SH,6.1919,0,-6.1919,2019/12/31
000594.OF,大摩进取优选,002353.SZ,6.5875,6.2485,-0.339,2019/12/31
000594.OF,大摩进取优选,600036.SH,7.1903,0,-7.1903,2019/12/31
000594.OF,大摩进取优选,601966.SH,7.7459,6.704,-1.0419,2019/12/31
000594.OF,大摩进取优选,600009.SH,4.8552,0,-4.8552,2019/12/31
000594.OF,大摩进取优选,300661.SZ,5.0816,0,-5.0816,2019/12/31
000594.OF,大摩进取优选,000975.SZ,4.8933,0,-4.8933,2019/12/31
000594.OF,大摩进取优选,300699.SZ,0,6.1651,6.1651,2019/12/31
000594.OF,大摩进取优选,002597.SZ,0,6.1551,6.1551,2019/12/31
000594.OF,大摩进取优选,002648.SZ,0,6.0656,6.0656,2019/12/31
000594.OF,大摩进取优选,601636.SH,0,5.5485,5.5485,2019/12/31
000594.OF,大摩进取优选,300136.SZ,0,4.1928,4.1928,2019/12/31
000594.OF,大摩进取优选,002206.SZ,0,3.9086,3.9086,2019/12/31
000594.OF,大摩进取优选,601128.SH,0,3.885,3.885,2019/12/31
000594.OF,大摩进取优选,601166.SH,0,3.7882,3.7882,2019/12/31
000612.OF,华宝生态中国,300192.SZ,3.026,0,-3.026,2019/12/31
000612.OF,华宝生态中国,002138.SZ,3.0385,0,-3.0385,2019/12/31
000612.OF,华宝生态中国,600438.SH,3.7395,0,-3.7395,2019/12/31
000612.OF,华宝生态中国,002127.SZ,5.6759,6.3124,0.6365,2019/12/31
000612.OF,华宝生态中国,002384.SZ,6.7512,3.5951,-3.1561,2019/12/31
000612.OF,华宝生态中国,002202.SZ,7.5022,8.3303,0.8281,2019/12/31
000612.OF,华宝生态中国,300224.SZ,0,3.2332,3.2332,2019/12/31
000612.OF,华宝生态中国,600754.SH,0,2.9612,2.9612,2019/12/31
000612.OF,华宝生态中国,002709.SZ,0,2.9678,2.9678,2019/12/31
000612.OF,华宝生态中国,000961.SZ,3.0028,0,-3.0028,2019/12/31
000612.OF,华宝生态中国,002739.SZ,0,3.2461,3.2461,2019/12/31
000612.OF,华宝生态中国,603103.SH,0,3.2751,3.2751,2019/12/31
000612.OF,华宝生态中国,002531.SZ,8.338,8.3149,-0.0231,2019/12/31
000612.OF,华宝生态中国,002624.SZ,2.9798,3.1286,0.1488,2019/12/31
000612.OF,华宝生态中国,601012.SH,3.9999,0,-3.9999,2019/12/31
000628.OF,大成高新技术产业,600887.SH,8.2686,7.3672,-0.9014,2019/12/31
000628.OF,大成高新技术产业,600519.SH,7.9364,7.1417,-0.7947,2019/12/31
000628.OF,大成高新技术产业,000333.SZ,7.7024,7.055,-0.6474,2019/12/31
000628.OF,大成高新技术产业,600690.SH,7.2032,7.3287,0.1255,2019/12/31
000628.OF,大成高新技术产业,603337.SH,6.9142,6.9382,0.024,2019/12/31
000628.OF,大成高新技术产业,600036.SH,6.8304,6.4828,-0.3476,2019/12/31
000628.OF,大成高新技术产业,002415.SZ,0,6.9344,6.9344,2019/12/31
000628.OF,大成高新技术产业,300144.SZ,6.7494,6.7422,-0.0072,2019/12/31
000628.OF,大成高新技术产业,600741.SH,4.1789,0,-4.1789,2019/12/31
000628.OF,大成高新技术产业,000651.SZ,4.0971,4.4472,0.3501,2019/12/31
000628.OF,大成高新技术产业,600048.SH,8.0524,7.0104,-1.042,2019/12/31
000646.OF,华润元大量化优选A,600036.SH,8.0377,7.9343,-0.1034,2019/12/31
000646.OF,华润元大量化优选A,600015.SH,8.0715,6.9047,-1.1668,2019/12/31
000646.OF,华润元大量化优选A,601166.SH,8.0753,7.0886,-0.9867,2019/12/31
000646.OF,华润元大量化优选A,601939.SH,8.0817,6.7379,-1.3438,2019/12/31
000646.OF,华润元大量化优选A,601328.SH,8.0446,7.4754,-0.5692,2019/12/31
000646.OF,华润元大量化优选A,600016.SH,8.1307,6.8374,-1.2933,2019/12/31
000646.OF,华润元大量化优选A,601818.SH,8.2045,7.4574,-0.7471,2019/12/31
000646.OF,华润元大量化优选A,601398.SH,8.225,7.4061,-0.8189,2019/12/31
000646.OF,华润元大量化优选A,600000.SH,8.3617,7.3101,-1.0516,2019/12/31
000646.OF,华润元大量化优选A,601988.SH,8.0853,7.5648,-0.5205,2019/12/31
000688.OF,景顺长城研究精选,600346.SH,0,2.0742,2.0742,2019/12/31
000688.OF,景顺长城研究精选,600036.SH,0,4.6142,4.6142,2019/12/31
000688.OF,景顺长城研究精选,601997.SH,0,2.8945,2.8945,2019/12/31
000688.OF,景顺长城研究精选,601998.SH,0,2.8832,2.8832,2019/12/31
000688.OF,景顺长城研究精选,601186.SH,0,2.7903,2.7903,2019/12/31
000688.OF,景顺长城研究精选,600276.SH,0,2.6043,2.6043,2019/12/31
000688.OF,景顺长城研究精选,000858.SZ,0,2.4618,2.4618,2019/12/31
000688.OF,景顺长城研究精选,600188.SH,2.206,0,-2.206,2019/12/31
