基金代码,基金名称,重仓股代码,重仓股比例_x,重仓股比例_y,仓位变化,日期
050009.OF,博时新兴成长,600378.SH,4.6292,0,-4.6292,2020/3/31
050009.OF,博时新兴成长,600438.SH,5.6251,0,-5.6251,2020/3/31
050009.OF,博时新兴成长,300567.SZ,6.1723,6.0832,-0.0891,2020/3/31
050009.OF,博时新兴成长,600763.SH,8.0112,7.8173,-0.1939,2020/3/31
050009.OF,博时新兴成长,002600.SZ,4.2661,0,-4.2661,2020/3/31
050009.OF,博时新兴成长,002311.SZ,3.9833,0,-3.9833,2020/3/31
050009.OF,博时新兴成长,000823.SZ,4.367,0,-4.367,2020/3/31
050009.OF,博时新兴成长,300750.SZ,0,3.9389,3.9389,2020/3/31
050009.OF,博时新兴成长,000661.SZ,0,4.1753,4.1753,2020/3/31
050009.OF,博时新兴成长,603986.SH,0,4.2187,4.2187,2020/3/31
050009.OF,博时新兴成长,300413.SZ,0,5.1263,5.1263,2020/3/31
050009.OF,博时新兴成长,000876.SZ,0,7.9813,7.9813,2020/3/31
050009.OF,博时新兴成长,002773.SZ,6.6776,6.79,0.1124,2020/3/31
050009.OF,博时新兴成长,300118.SZ,6.3216,0,-6.3216,2020/3/31
050009.OF,博时新兴成长,300014.SZ,0,3.6803,3.6803,2020/3/31
050009.OF,博时新兴成长,600416.SH,7.0958,8.072,0.9762,2020/3/31
050010.OF,博时特许价值A,300253.SZ,0,5.2246,5.2246,2020/3/31
050010.OF,博时特许价值A,300454.SZ,0,3.2802,3.2802,2020/3/31
050010.OF,博时特许价值A,300685.SZ,3.8006,0,-3.8006,2020/3/31
050010.OF,博时特许价值A,300567.SZ,3.9677,4.4151,0.4474,2020/3/31
050010.OF,博时特许价值A,600380.SH,4.4233,0,-4.4233,2020/3/31
050010.OF,博时特许价值A,000823.SZ,7.6747,0,-7.6747,2020/3/31
050010.OF,博时特许价值A,002600.SZ,4.5643,0,-4.5643,2020/3/31
050010.OF,博时特许价值A,300413.SZ,0,5.8927,5.8927,2020/3/31
050010.OF,博时特许价值A,002869.SZ,3.8161,3.3329,-0.4832,2020/3/31
050010.OF,博时特许价值A,000725.SZ,5.0028,0,-5.0028,2020/3/31
050010.OF,博时特许价值A,603986.SH,0,3.9983,3.9983,2020/3/31
050010.OF,博时特许价值A,600416.SH,0,3.7356,3.7356,2020/3/31
050010.OF,博时特许价值A,600378.SH,8.3083,0,-8.3083,2020/3/31
050010.OF,博时特许价值A,002555.SZ,0,3.4505,3.4505,2020/3/31
050010.OF,博时特许价值A,688111.SH,0,3.3534,3.3534,2020/3/31
050010.OF,博时特许价值A,002675.SZ,5.1916,0,-5.1916,2020/3/31
050010.OF,博时特许价值A,000876.SZ,0,5.1127,5.1127,2020/3/31
050010.OF,博时特许价值A,002773.SZ,3.9183,0,-3.9183,2020/3/31
050014.OF,博时创业成长A,600547.SH,0,7.0502,7.0502,2020/3/31
050014.OF,博时创业成长A,002901.SZ,7.456,7.8924,0.4364,2020/3/31
050014.OF,博时创业成长A,002258.SZ,6.6856,0,-6.6856,2020/3/31
050014.OF,博时创业成长A,000975.SZ,0,7.11,7.11,2020/3/31
050014.OF,博时创业成长A,603505.SH,0,3.6691,3.6691,2020/3/31
050014.OF,博时创业成长A,600380.SH,9.8023,9.8565,0.0542,2020/3/31
050014.OF,博时创业成长A,603568.SH,7.2363,8.365,1.1287,2020/3/31
050014.OF,博时创业成长A,603755.SH,0,7.2884,7.2884,2020/3/31
050014.OF,博时创业成长A,600993.SH,5.517,0,-5.517,2020/3/31
050014.OF,博时创业成长A,300685.SZ,4.2167,5.9404,1.7237,2020/3/31
050014.OF,博时创业成长A,600859.SH,4.4125,0,-4.4125,2020/3/31
050014.OF,博时创业成长A,603588.SH,4.8177,3.8538,-0.9639,2020/3/31
050014.OF,博时创业成长A,000547.SZ,5.158,4.7338,-0.4242,2020/3/31
050014.OF,博时创业成长A,000878.SZ,5.1706,0,-5.1706,2020/3/31
050018.OF,博时行业轮动,000651.SZ,8.0552,0,-8.0552,2020/3/31
050018.OF,博时行业轮动,600585.SH,8.2187,0,-8.2187,2020/3/31
050018.OF,博时行业轮动,600309.SH,8.2705,0,-8.2705,2020/3/31
050018.OF,博时行业轮动,002271.SZ,3.0288,0,-3.0288,2020/3/31
050018.OF,博时行业轮动,000878.SZ,3.0181,0,-3.0181,2020/3/31
050018.OF,博时行业轮动,600276.SH,0,3.0864,3.0864,2020/3/31
050018.OF,博时行业轮动,000998.SZ,0,3.1845,3.1845,2020/3/31
050018.OF,博时行业轮动,600196.SH,0,3.3247,3.3247,2020/3/31
050018.OF,博时行业轮动,300502.SZ,0,4.7459,4.7459,2020/3/31
050018.OF,博时行业轮动,000063.SZ,0,7.7098,7.7098,2020/3/31
050018.OF,博时行业轮动,300059.SZ,0,7.8541,7.8541,2020/3/31
050018.OF,博时行业轮动,300033.SZ,0,7.9295,7.9295,2020/3/31
050018.OF,博时行业轮动,600570.SH,0,8.4124,8.4124,2020/3/31
050018.OF,博时行业轮动,000876.SZ,0,8.8839,8.8839,2020/3/31
050018.OF,博时行业轮动,600690.SH,8.0308,0,-8.0308,2020/3/31
050018.OF,博时行业轮动,600048.SH,7.8315,0,-7.8315,2020/3/31
050018.OF,博时行业轮动,000002.SZ,8.4843,0,-8.4843,2020/3/31
050018.OF,博时行业轮动,600426.SH,3.1518,0,-3.1518,2020/3/31
050018.OF,博时行业轮动,603568.SH,3.0946,6.5144,3.4198,2020/3/31
050026.OF,博时医疗保健行业A,600511.SH,4.7865,0,-4.7865,2020/3/31
050026.OF,博时医疗保健行业A,300685.SZ,2.848,0,-2.848,2020/3/31
050026.OF,博时医疗保健行业A,603882.SH,2.9567,4.6234,1.6667,2020/3/31
050026.OF,博时医疗保健行业A,300463.SZ,0,2.4426,2.4426,2020/3/31
050026.OF,博时医疗保健行业A,600216.SH,0,2.5459,2.5459,2020/3/31
050026.OF,博时医疗保健行业A,603658.SH,0,3.0908,3.0908,2020/3/31
050026.OF,博时医疗保健行业A,300601.SZ,2.8338,0,-2.8338,2020/3/31
050026.OF,博时医疗保健行业A,300482.SZ,0,3.9437,3.9437,2020/3/31
050026.OF,博时医疗保健行业A,300573.SZ,5.1763,3.417,-1.7593,2020/3/31
050026.OF,博时医疗保健行业A,600380.SH,5.34,0,-5.34,2020/3/31
050026.OF,博时医疗保健行业A,300760.SZ,5.3747,8.4064,3.0317,2020/3/31
050026.OF,博时医疗保健行业A,600276.SH,7.2246,8.9878,1.7632,2020/3/31
050026.OF,博时医疗保健行业A,603259.SH,7.8462,0,-7.8462,2020/3/31
050026.OF,博时医疗保健行业A,000661.SZ,8.2809,9.3191,1.0382,2020/3/31
050026.OF,博时医疗保健行业A,300676.SZ,0,5.0876,5.0876,2020/3/31
050201.OF,博时价值增长2号,300413.SZ,0,2.0703,2.0703,2020/3/31
050201.OF,博时价值增长2号,300033.SZ,2.1738,0,-2.1738,2020/3/31
050201.OF,博时价值增长2号,002607.SZ,0,2.6868,2.6868,2020/3/31
050201.OF,博时价值增长2号,300601.SZ,0,2.5189,2.5189,2020/3/31
050201.OF,博时价值增长2号,300070.SZ,0,3.5581,3.5581,2020/3/31
050201.OF,博时价值增长2号,601688.SH,4.4313,4.4466,0.0153,2020/3/31
050201.OF,博时价值增长2号,000001.SZ,4.0905,3.6393,-0.4512,2020/3/31
050201.OF,博时价值增长2号,600340.SH,3.2593,0,-3.2593,2020/3/31
050201.OF,博时价值增长2号,600519.SH,2.6176,2.5694,-0.0482,2020/3/31
050201.OF,博时价值增长2号,600309.SH,2.5697,0,-2.5697,2020/3/31
050201.OF,博时价值增长2号,002078.SZ,2.5229,0,-2.5229,2020/3/31
050201.OF,博时价值增长2号,002624.SZ,2.3463,2.1017,-0.2446,2020/3/31
050201.OF,博时价值增长2号,000002.SZ,2.2622,0,-2.2622,2020/3/31
050201.OF,博时价值增长2号,000708.SZ,0,2.4983,2.4983,2020/3/31
050201.OF,博时价值增长2号,002555.SZ,2.956,4.7284,1.7724,2020/3/31
070001.OF,嘉实成长收益A,002916.SZ,0,3.8392,3.8392,2020/3/31
070001.OF,嘉实成长收益A,600276.SH,2.9301,3.2912,0.3611,2020/3/31
070001.OF,嘉实成长收益A,603658.SH,0,2.9692,2.9692,2020/3/31
070001.OF,嘉实成长收益A,300357.SZ,0,2.8365,2.8365,2020/3/31
070001.OF,嘉实成长收益A,300015.SZ,0,2.9371,2.9371,2020/3/31
070001.OF,嘉实成长收益A,600763.SH,3.3174,0,-3.3174,2020/3/31
070001.OF,嘉实成长收益A,601100.SH,3.2642,4.3102,1.046,2020/3/31
070001.OF,嘉实成长收益A,600519.SH,3.0792,0,-3.0792,2020/3/31
070001.OF,嘉实成长收益A,603288.SH,3.0484,0,-3.0484,2020/3/31
070001.OF,嘉实成长收益A,600183.SH,2.9882,4.0387,1.0505,2020/3/31
070001.OF,嘉实成长收益A,300661.SZ,2.9562,3.3564,0.4002,2020/3/31
070001.OF,嘉实成长收益A,600809.SH,2.9498,0,-2.9498,2020/3/31
070001.OF,嘉实成长收益A,300760.SZ,2.9415,4.5205,1.579,2020/3/31
070001.OF,嘉实成长收益A,300529.SZ,0,3.2763,3.2763,2020/3/31
070001.OF,嘉实成长收益A,002938.SZ,2.8078,0,-2.8078,2020/3/31
070002.OF,嘉实增长,600763.SH,8.3023,9.065,0.7627,2020/3/31
070002.OF,嘉实增长,300454.SZ,0,2.9539,2.9539,2020/3/31
070002.OF,嘉实增长,600519.SH,4.7933,4.6757,-0.1176,2020/3/31
070002.OF,嘉实增长,300285.SZ,4.6796,3.1288,-1.5508,2020/3/31
070002.OF,嘉实增长,601799.SH,3.9154,3.2575,-0.6579,2020/3/31
070002.OF,嘉实增长,002410.SZ,3.19,4.3276,1.1376,2020/3/31
070002.OF,嘉实增长,300760.SZ,2.9738,4.3389,1.3651,2020/3/31
070002.OF,嘉实增长,000100.SZ,2.9476,0,-2.9476,2020/3/31
070002.OF,嘉实增长,603345.SH,2.8745,3.1298,0.2553,2020/3/31
070002.OF,嘉实增长,300369.SZ,2.8161,3.0364,0.2203,2020/3/31
070002.OF,嘉实增长,300012.SZ,9.6731,7.3579,-2.3152,2020/3/31
070003.OF,嘉实稳健,600048.SH,0,3.0982,3.0982,2020/3/31
070003.OF,嘉实稳健,000651.SZ,0,3.0983,3.0983,2020/3/31
070003.OF,嘉实稳健,000858.SZ,0,4.3092,4.3092,2020/3/31
070003.OF,嘉实稳健,002311.SZ,0,3.0176,3.0176,2020/3/31
070003.OF,嘉实稳健,601336.SH,2.9468,0,-2.9468,2020/3/31
070003.OF,嘉实稳健,601799.SH,3.0327,3.0584,0.0257,2020/3/31
070003.OF,嘉实稳健,000063.SZ,3.2972,0,-3.2972,2020/3/31
070003.OF,嘉实稳健,000002.SZ,3.3233,3.0292,-0.2941,2020/3/31
070003.OF,嘉实稳健,600887.SH,3.6598,4.0391,0.3793,2020/3/31
070003.OF,嘉实稳健,002475.SZ,3.8003,0,-3.8003,2020/3/31
070003.OF,嘉实稳健,601888.SH,3.8877,0,-3.8877,2020/3/31
070003.OF,嘉实稳健,600519.SH,4.3026,4.2331,-0.0695,2020/3/31
070003.OF,嘉实稳健,600036.SH,5.0802,4.9902,-0.09,2020/3/31
070003.OF,嘉实稳健,601318.SH,5.3613,4.9623,-0.399,2020/3/31
070006.OF,嘉实服务增值行业,601318.SH,8.1345,7.3619,-0.7726,2020/3/31
070006.OF,嘉实服务增值行业,688023.SH,0,3.9357,3.9357,2020/3/31
070006.OF,嘉实服务增值行业,000661.SZ,0,4.0631,4.0631,2020/3/31
070006.OF,嘉实服务增值行业,600519.SH,7.6727,8.0573,0.3846,2020/3/31
070006.OF,嘉实服务增值行业,600048.SH,3.0311,4.0865,1.0554,2020/3/31
070006.OF,嘉实服务增值行业,300012.SZ,3.1976,0,-3.1976,2020/3/31
070006.OF,嘉实服务增值行业,000961.SZ,3.3458,0,-3.3458,2020/3/31
070006.OF,嘉实服务增值行业,300770.SZ,3.8771,5.1356,1.2585,2020/3/31
070006.OF,嘉实服务增值行业,000002.SZ,4.4923,4.0038,-0.4885,2020/3/31
070006.OF,嘉实服务增值行业,000858.SZ,7.0206,6.7991,-0.2215,2020/3/31
070006.OF,嘉实服务增值行业,600036.SH,5.9616,5.7259,-0.2357,2020/3/31
070006.OF,嘉实服务增值行业,002120.SZ,3.8675,4.017,0.1495,2020/3/31
070010.OF,嘉实主题精选,000895.SZ,0,4.9051,4.9051,2020/3/31
070010.OF,嘉实主题精选,300760.SZ,0,4.6214,4.6214,2020/3/31
070010.OF,嘉实主题精选,603345.SH,0,4.1795,4.1795,2020/3/31
070010.OF,嘉实主题精选,600887.SH,0,4.1065,4.1065,2020/3/31
070010.OF,嘉实主题精选,600276.SH,0,4.0115,4.0115,2020/3/31
070010.OF,嘉实主题精选,300413.SZ,0,3.9214,3.9214,2020/3/31
070010.OF,嘉实主题精选,300750.SZ,3.3912,0,-3.3912,2020/3/31
070010.OF,嘉实主题精选,002475.SZ,4.036,0,-4.036,2020/3/31
070010.OF,嘉实主题精选,002415.SZ,4.1123,0,-4.1123,2020/3/31
070010.OF,嘉实主题精选,600031.SH,4.6839,6.5424,1.8585,2020/3/31
070010.OF,嘉实主题精选,600519.SH,4.9379,6.9264,1.9885,2020/3/31
070010.OF,嘉实主题精选,601799.SH,4.9568,3.9776,-0.9792,2020/3/31
070010.OF,嘉实主题精选,000002.SZ,6.012,0,-6.012,2020/3/31
070010.OF,嘉实主题精选,000651.SZ,6.5954,0,-6.5954,2020/3/31
070010.OF,嘉实主题精选,000568.SZ,3.7222,5.6427,1.9205,2020/3/31
070010.OF,嘉实主题精选,600036.SH,6.6236,0,-6.6236,2020/3/31
070011.OF,嘉实策略增长,300122.SZ,0,2.9363,2.9363,2020/3/31
070011.OF,嘉实策略增长,300760.SZ,0,3.5166,3.5166,2020/3/31
070011.OF,嘉实策略增长,002311.SZ,0,3.6476,3.6476,2020/3/31
070011.OF,嘉实策略增长,300750.SZ,3.0805,0,-3.0805,2020/3/31
070011.OF,嘉实策略增长,600585.SH,3.4314,0,-3.4314,2020/3/31
070011.OF,嘉实策略增长,603659.SH,3.4395,0,-3.4395,2020/3/31
070011.OF,嘉实策略增长,600030.SH,5.2247,0,-5.2247,2020/3/31
070011.OF,嘉实策略增长,601318.SH,5.9081,4.4736,-1.4345,2020/3/31
070011.OF,嘉实策略增长,600036.SH,6.7957,6.9689,0.1732,2020/3/31
070011.OF,嘉实策略增长,600519.SH,7.0531,8.0617,1.0086,2020/3/31
070011.OF,嘉实策略增长,000002.SZ,8.0733,5.9234,-2.1499,2020/3/31
070011.OF,嘉实策略增长,000651.SZ,8.2254,6.894,-1.3314,2020/3/31
070011.OF,嘉实策略增长,600887.SH,3.2752,0,-3.2752,2020/3/31
070011.OF,嘉实策略增长,000063.SZ,0,2.7858,2.7858,2020/3/31
070011.OF,嘉实策略增长,600309.SH,0,2.9455,2.9455,2020/3/31
070013.OF,嘉实研究精选A,002568.SZ,2.3265,2.5597,0.2332,2020/3/31
070013.OF,嘉实研究精选A,002142.SZ,0,3.4602,3.4602,2020/3/31
070013.OF,嘉实研究精选A,002475.SZ,0,2.0705,2.0705,2020/3/31
070013.OF,嘉实研究精选A,600030.SH,4.587,0,-4.587,2020/3/31
070013.OF,嘉实研究精选A,600837.SH,4.3675,0,-4.3675,2020/3/31
070013.OF,嘉实研究精选A,601166.SH,3.9784,3.474,-0.5044,2020/3/31
070013.OF,嘉实研究精选A,601318.SH,3.9673,3.7322,-0.2351,2020/3/31
070013.OF,嘉实研究精选A,600036.SH,3.9105,3.5633,-0.3472,2020/3/31
070013.OF,嘉实研究精选A,601398.SH,3.8285,0,-3.8285,2020/3/31
070013.OF,嘉实研究精选A,000858.SZ,2.4691,2.1813,-0.2878,2020/3/31
070013.OF,嘉实研究精选A,600519.SH,2.4508,2.4023,-0.0485,2020/3/31
070013.OF,嘉实研究精选A,601688.SH,0,3.8948,3.8948,2020/3/31
070013.OF,嘉实研究精选A,002384.SZ,1.9435,0,-1.9435,2020/3/31
070013.OF,嘉实研究精选A,601336.SH,0,3.8238,3.8238,2020/3/31
070017.OF,嘉实量化阿尔法,601318.SH,4.3824,4.5861,0.2037,2020/3/31
070017.OF,嘉实量化阿尔法,002475.SZ,3.4895,0,-3.4895,2020/3/31
070017.OF,嘉实量化阿尔法,601012.SH,3.1775,3.6029,0.4254,2020/3/31
070017.OF,嘉实量化阿尔法,600030.SH,3.042,0,-3.042,2020/3/31
070017.OF,嘉实量化阿尔法,601166.SH,2.9057,3.0576,0.1519,2020/3/31
070017.OF,嘉实量化阿尔法,002415.SZ,2.8966,0,-2.8966,2020/3/31
070017.OF,嘉实量化阿尔法,600519.SH,0,2.711,2.711,2020/3/31
070017.OF,嘉实量化阿尔法,600690.SH,2.3258,3.7984,1.4726,2020/3/31
070017.OF,嘉实量化阿尔法,601939.SH,2.3024,0,-2.3024,2020/3/31
070017.OF,嘉实量化阿尔法,600276.SH,0,2.5058,2.5058,2020/3/31
070017.OF,嘉实量化阿尔法,600048.SH,2.513,0,-2.513,2020/3/31
070017.OF,嘉实量化阿尔法,600919.SH,0,3.2708,3.2708,2020/3/31
070017.OF,嘉实量化阿尔法,000661.SZ,0,4.2726,4.2726,2020/3/31
070017.OF,嘉实量化阿尔法,000858.SZ,3.8696,0,-3.8696,2020/3/31
070017.OF,嘉实量化阿尔法,000671.SZ,0,2.7607,2.7607,2020/3/31
070017.OF,嘉实量化阿尔法,601688.SH,0,3.0621,3.0621,2020/3/31
070019.OF,嘉实价值优势,600031.SH,5.0509,7.0828,2.0319,2020/3/31
070019.OF,嘉实价值优势,002925.SZ,6.3747,8.1749,1.8002,2020/3/31
070019.OF,嘉实价值优势,600585.SH,6.5231,0,-6.5231,2020/3/31
070019.OF,嘉实价值优势,600309.SH,6.5556,6.6535,0.0979,2020/3/31
070019.OF,嘉实价值优势,000002.SZ,8.3325,8.6942,0.3617,2020/3/31
070019.OF,嘉实价值优势,000651.SZ,8.9828,6.3154,-2.6674,2020/3/31
070019.OF,嘉实价值优势,600036.SH,9.1395,9.7297,0.5902,2020/3/31
070019.OF,嘉实价值优势,603345.SH,0,7.6903,7.6903,2020/3/31
070019.OF,嘉实价值优势,603866.SH,0,7.4323,7.4323,2020/3/31
070019.OF,嘉实价值优势,000895.SZ,0,6.1185,6.1185,2020/3/31
070019.OF,嘉实价值优势,603096.SH,0,5.6446,5.6446,2020/3/31
070019.OF,嘉实价值优势,601633.SH,5.8562,0,-5.8562,2020/3/31
070019.OF,嘉实价值优势,601166.SH,4.9572,0,-4.9572,2020/3/31
070019.OF,嘉实价值优势,300628.SZ,6.1951,0,-6.1951,2020/3/31
070021.OF,嘉实主题新动力,600438.SH,8.2764,7.1412,-1.1352,2020/3/31
070021.OF,嘉实主题新动力,300546.SZ,7.3444,0,-7.3444,2020/3/31
070021.OF,嘉实主题新动力,300659.SZ,6.3623,5.5257,-0.8366,2020/3/31
070021.OF,嘉实主题新动力,601012.SH,6.0713,7.5896,1.5183,2020/3/31
070021.OF,嘉实主题新动力,300012.SZ,5.8985,0,-5.8985,2020/3/31
070021.OF,嘉实主题新动力,002180.SZ,5.6549,4.9836,-0.6713,2020/3/31
070021.OF,嘉实主题新动力,603679.SH,5.5876,5.9854,0.3978,2020/3/31
070021.OF,嘉实主题新动力,300352.SZ,5.489,4.9546,-0.5344,2020/3/31
070021.OF,嘉实主题新动力,300274.SZ,7.9973,5.8869,-2.1104,2020/3/31
070021.OF,嘉实主题新动力,000034.SZ,8.5067,7.985,-0.5217,2020/3/31
070021.OF,嘉实主题新动力,300324.SZ,0,5.1009,5.1009,2020/3/31
070021.OF,嘉实主题新动力,300036.SZ,0,5.2544,5.2544,2020/3/31
070027.OF,嘉实周期优选,000001.SZ,3.9255,3.9124,-0.0131,2020/3/31
070027.OF,嘉实周期优选,300450.SZ,4.0238,0,-4.0238,2020/3/31
070027.OF,嘉实周期优选,002371.SZ,4.1696,0,-4.1696,2020/3/31
070027.OF,嘉实周期优选,601336.SH,4.1955,0,-4.1955,2020/3/31
070027.OF,嘉实周期优选,000603.SZ,4.4033,3.9293,-0.474,2020/3/31
070027.OF,嘉实周期优选,600048.SH,4.7572,3.933,-0.8242,2020/3/31
070027.OF,嘉实周期优选,300750.SZ,4.9899,5.6651,0.6752,2020/3/31
070027.OF,嘉实周期优选,601166.SH,5.0236,3.9319,-1.0917,2020/3/31
070027.OF,嘉实周期优选,000401.SZ,5.267,4.7058,-0.5612,2020/3/31
070027.OF,嘉实周期优选,601318.SH,4.2696,0,-4.2696,2020/3/31
070027.OF,嘉实周期优选,002311.SZ,0,3.2481,3.2481,2020/3/31
070027.OF,嘉实周期优选,000002.SZ,0,3.5685,3.5685,2020/3/31
070027.OF,嘉实周期优选,601799.SH,0,3.5867,3.5867,2020/3/31
070027.OF,嘉实周期优选,002475.SZ,0,3.7045,3.7045,2020/3/31
080001.OF,长盛成长价值,002065.SZ,0,2.78,2.78,2020/3/31
080001.OF,长盛成长价值,002236.SZ,1.4798,0,-1.4798,2020/3/31
080001.OF,长盛成长价值,600600.SH,1.4811,0,-1.4811,2020/3/31
080001.OF,长盛成长价值,000157.SZ,1.5864,2.0405,0.4541,2020/3/31
080001.OF,长盛成长价值,002241.SZ,2.0275,0,-2.0275,2020/3/31
080001.OF,长盛成长价值,600741.SH,2.2044,0,-2.2044,2020/3/31
080001.OF,长盛成长价值,002624.SZ,2.8483,0,-2.8483,2020/3/31
080001.OF,长盛成长价值,600570.SH,3.1659,0,-3.1659,2020/3/31
080001.OF,长盛成长价值,002475.SZ,4.5822,5.0625,0.4803,2020/3/31
080001.OF,长盛成长价值,300058.SZ,0,2.44,2.44,2020/3/31
080001.OF,长盛成长价值,600703.SH,4.9832,3.9145,-1.0687,2020/3/31
080001.OF,长盛成长价值,601933.SH,0,4.4067,4.4067,2020/3/31
080001.OF,长盛成长价值,002352.SZ,0,3.727,3.727,2020/3/31
080001.OF,长盛成长价值,601088.SH,0,2.9117,2.9117,2020/3/31
080001.OF,长盛成长价值,600487.SH,0,2.9012,2.9012,2020/3/31
080001.OF,长盛成长价值,600036.SH,3.825,0,-3.825,2020/3/31
080001.OF,长盛成长价值,300059.SZ,0,2.3023,2.3023,2020/3/31
080005.OF,长盛量化红利策略,002367.SZ,1.9382,2.2454,0.3072,2020/3/31
080005.OF,长盛量化红利策略,600383.SH,0,2.1496,2.1496,2020/3/31
080005.OF,长盛量化红利策略,002110.SZ,2.7384,2.2271,-0.5113,2020/3/31
080005.OF,长盛量化红利策略,603328.SH,2.7262,2.8611,0.1349,2020/3/31
080005.OF,长盛量化红利策略,600507.SH,2.7068,2.5005,-0.2063,2020/3/31
080005.OF,长盛量化红利策略,000157.SZ,2.0325,1.9647,-0.0678,2020/3/31
080005.OF,长盛量化红利策略,600028.SH,1.9933,1.9589,-0.0344,2020/3/31
080005.OF,长盛量化红利策略,002242.SZ,1.9629,2.3003,0.3374,2020/3/31
080005.OF,长盛量化红利策略,002601.SZ,1.8761,2.1776,0.3015,2020/3/31
080005.OF,长盛量化红利策略,000333.SZ,2.8416,0,-2.8416,2020/3/31
080005.OF,长盛量化红利策略,000002.SZ,3.1382,0,-3.1382,2020/3/31
080005.OF,长盛量化红利策略,002233.SZ,0,1.9476,1.9476,2020/3/31
080007.OF,长盛同鑫行业配置,300124.SZ,3.7626,2.8123,-0.9503,2020/3/31
080007.OF,长盛同鑫行业配置,300059.SZ,3.4754,3.5662,0.0908,2020/3/31
080007.OF,长盛同鑫行业配置,603259.SH,3.697,3.671,-0.026,2020/3/31
080007.OF,长盛同鑫行业配置,603799.SH,3.8372,0,-3.8372,2020/3/31
080007.OF,长盛同鑫行业配置,603986.SH,4.006,0,-4.006,2020/3/31
080007.OF,长盛同鑫行业配置,600196.SH,4.0785,4.8717,0.7932,2020/3/31
080007.OF,长盛同鑫行业配置,300003.SZ,4.2891,4.1543,-0.1348,2020/3/31
080007.OF,长盛同鑫行业配置,600436.SH,4.7109,3.759,-0.9519,2020/3/31
080007.OF,长盛同鑫行业配置,002241.SZ,3.8742,0,-3.8742,2020/3/31
080007.OF,长盛同鑫行业配置,300253.SZ,0,2.7609,2.7609,2020/3/31
080007.OF,长盛同鑫行业配置,000063.SZ,0,2.8096,2.8096,2020/3/31
080007.OF,长盛同鑫行业配置,300760.SZ,0,3.378,3.378,2020/3/31
080007.OF,长盛同鑫行业配置,600276.SH,5.3737,5.0232,-0.3505,2020/3/31
080012.OF,长盛电子信息产业A,600378.SH,0,2.9607,2.9607,2020/3/31
080012.OF,长盛电子信息产业A,000725.SZ,3.2459,0,-3.2459,2020/3/31
080012.OF,长盛电子信息产业A,600406.SH,3.3087,4.2341,0.9254,2020/3/31
080012.OF,长盛电子信息产业A,002475.SZ,3.3883,3.691,0.3027,2020/3/31
080012.OF,长盛电子信息产业A,600050.SH,3.4376,0,-3.4376,2020/3/31
080012.OF,长盛电子信息产业A,601138.SH,4.175,0,-4.175,2020/3/31
080012.OF,长盛电子信息产业A,300059.SZ,4.8062,4.3933,-0.4129,2020/3/31
080012.OF,长盛电子信息产业A,600703.SH,4.5214,3.4658,-1.0556,2020/3/31
080012.OF,长盛电子信息产业A,000063.SZ,3.2369,4.0687,0.8318,2020/3/31
080012.OF,长盛电子信息产业A,600183.SH,0,3.7871,3.7871,2020/3/31
080012.OF,长盛电子信息产业A,300383.SZ,0,2.9686,2.9686,2020/3/31
080012.OF,长盛电子信息产业A,600498.SH,4.1777,4.98,0.8023,2020/3/31
080012.OF,长盛电子信息产业A,300628.SZ,2.8536,2.8562,0.0026,2020/3/31
090001.OF,大成价值增长,603517.SH,6.1274,9.5271,3.3997,2020/3/31
090001.OF,大成价值增长,002714.SZ,0,4.3387,4.3387,2020/3/31
090001.OF,大成价值增长,603308.SH,3.2808,4.1578,0.877,2020/3/31
090001.OF,大成价值增长,300601.SZ,3.2028,0,-3.2028,2020/3/31
090001.OF,大成价值增长,002511.SZ,2.8176,0,-2.8176,2020/3/31
090001.OF,大成价值增长,300679.SZ,2.6819,2.5034,-0.1785,2020/3/31
090001.OF,大成价值增长,300699.SZ,0,4.1703,4.1703,2020/3/31
090001.OF,大成价值增长,000089.SZ,0,3.9126,3.9126,2020/3/31
090001.OF,大成价值增长,002299.SZ,0,4.8282,4.8282,2020/3/31
090001.OF,大成价值增长,600673.SH,1.722,0,-1.722,2020/3/31
090001.OF,大成价值增长,601318.SH,1.8553,0,-1.8553,2020/3/31
090001.OF,大成价值增长,603882.SH,2.088,2.7933,0.7053,2020/3/31
090001.OF,大成价值增长,603008.SH,1.9784,0,-1.9784,2020/3/31
090001.OF,大成价值增长,601766.SH,0,5.9687,5.9687,2020/3/31
090001.OF,大成价值增长,688029.SH,1.9407,2.2705,0.3298,2020/3/31
090003.OF,大成蓝筹稳健,601166.SH,6.552,6.5439,-0.0081,2020/3/31
090003.OF,大成蓝筹稳健,300144.SZ,0,4.1565,4.1565,2020/3/31
090003.OF,大成蓝筹稳健,600176.SH,0,3.6633,3.6633,2020/3/31
090003.OF,大成蓝筹稳健,600690.SH,0,3.6559,3.6559,2020/3/31
090003.OF,大成蓝筹稳健,601633.SH,3.0679,0,-3.0679,2020/3/31
090003.OF,大成蓝筹稳健,002415.SZ,3.634,4.5817,0.9477,2020/3/31
090003.OF,大成蓝筹稳健,600340.SH,6.0199,4.7237,-1.2962,2020/3/31
090003.OF,大成蓝筹稳健,300408.SZ,5.7376,4.5367,-1.2009,2020/3/31
090003.OF,大成蓝筹稳健,601111.SH,4.0111,0,-4.0111,2020/3/31
090003.OF,大成蓝筹稳健,300124.SZ,5.6883,7.0401,1.3518,2020/3/31
