stock,start_date,end_date,yield,volatility,idiosyncratic_volatility
600888.SH,2020/6/30,2020/9/30,89.7978,49.4508,0.0229
600893.SH,2019/9/30,2019/12/31,-5.9096,21.1278,0.0114
600893.SH,2019/12/31,2020/3/31,-5.0339,53.665,0.0265
600893.SH,2020/3/31,2020/6/30,44.3495,26.9827,0.0153
600893.SH,2020/6/30,2020/9/30,721.5209,68.034,0.0375
600894.SH,2019/9/30,2019/12/31,-50.0322,36.6639,0.0225
600894.SH,2019/12/31,2020/3/31,-8.2791,44.9239,0.0184
600894.SH,2020/3/31,2020/6/30,-8.6757,33.708,0.0205
600894.SH,2020/6/30,2020/9/30,61.6552,29.8528,0.0136
600895.SH,2019/9/30,2019/12/31,-5.5906,23.9479,0.0120
600895.SH,2019/12/31,2020/3/31,-62.8167,42.8704,0.0194
600895.SH,2020/3/31,2020/6/30,764.075,52.3924,0.0322
600895.SH,2020/6/30,2020/9/30,-9.5016,52.2552,0.0286
600900.SH,2019/9/30,2019/12/31,4.0481,14.4195,0.0091
600900.SH,2019/12/31,2020/3/31,-22.6431,17.2477,0.0098
600900.SH,2020/3/31,2020/6/30,53.085,17.3246,0.0103
600900.SH,2020/6/30,2020/9/30,17.8713,21.3428,0.0129
600901.SH,2019/9/30,2019/12/31,39.4219,16.5222,0.0068
600901.SH,2019/12/31,2020/3/31,-61.3458,33.8035,0.0085
600901.SH,2020/3/31,2020/6/30,30.8335,21.9123,0.0109
600901.SH,2020/6/30,2020/9/30,33.7633,33.1598,0.0142
600908.SH,2019/9/30,2019/12/31,15.9501,20.2544,0.0098
600908.SH,2019/12/31,2020/3/31,-36.3356,32.4331,0.0087
600908.SH,2020/3/31,2020/6/30,6.7278,12.2814,0.0061
600908.SH,2020/6/30,2020/9/30,57.0377,46.1855,0.0224
600909.SH,2019/9/30,2019/12/31,78.8309,34.3223,0.0175
600909.SH,2019/12/31,2020/3/31,28.9795,66.3124,0.0292
600909.SH,2020/3/31,2020/6/30,-44.5981,34.2838,0.0151
600909.SH,2020/6/30,2020/9/30,218.3917,63.3974,0.0306
600919.SH,2019/9/30,2019/12/31,29.5311,14.4804,0.0074
600919.SH,2019/12/31,2020/3/31,-53.7623,22.5102,0.0050
600919.SH,2020/3/31,2020/6/30,-8.5484,14.4748,0.0081
600919.SH,2020/6/30,2020/9/30,30.6161,30.7961,0.0138
600926.SH,2019/9/30,2019/12/31,39.1102,16.8775,0.0076
600926.SH,2019/12/31,2020/3/31,-51.8608,29.5387,0.0083
600926.SH,2020/3/31,2020/6/30,74.9012,21.9728,0.0122
600926.SH,2020/6/30,2020/9/30,220.2419,48.9281,0.0233
600933.SH,2019/9/30,2019/12/31,209.933,32.6359,0.0201
600933.SH,2019/12/31,2020/3/31,-78.8821,54.3765,0.0248
600933.SH,2020/3/31,2020/6/30,437.6097,43.2434,0.0225
600933.SH,2020/6/30,2020/9/30,27.5206,40.5627,0.0231
600958.SH,2019/9/30,2019/12/31,13.8225,22.1392,0.0086
600958.SH,2019/12/31,2020/3/31,-51.1505,42.3667,0.0120
600958.SH,2020/3/31,2020/6/30,27.7422,20.5661,0.0087
600958.SH,2020/6/30,2020/9/30,95.1933,54.8572,0.0231
600961.SH,2019/9/30,2019/12/31,-30.9692,22.0696,0.0117
600961.SH,2019/12/31,2020/3/31,-78.2623,47.0088,0.0253
600961.SH,2020/3/31,2020/6/30,6.0008,32.4191,0.0181
600961.SH,2020/6/30,2020/9/30,69.1693,64.7318,0.0297
600963.SH,2019/9/30,2019/12/31,2.7778,16.9608,0.0075
600963.SH,2019/12/31,2020/3/31,35.6768,40.0845,0.0167
600963.SH,2020/3/31,2020/6/30,3.8321,34.8701,0.0209
600963.SH,2020/6/30,2020/9/30,48.9422,42.8881,0.0178
600966.SH,2019/9/30,2019/12/31,258.0684,32.0914,0.0201
600966.SH,2019/12/31,2020/3/31,418.4319,71.0035,0.0386
600966.SH,2020/3/31,2020/6/30,187.1327,47.697,0.0279
600966.SH,2020/6/30,2020/9/30,100.097,56.4935,0.0339
600967.SH,2019/9/30,2019/12/31,1.5318,18.4242,0.0099
600967.SH,2019/12/31,2020/3/31,-46.5193,38.5452,0.0152
600967.SH,2020/3/31,2020/6/30,59.404,32.3121,0.0197
600967.SH,2020/6/30,2020/9/30,34.1635,51.7437,0.0264
600968.SH,2019/9/30,2019/12/31,-20.3412,21.4789,0.0099
600968.SH,2019/12/31,2020/3/31,-64.9481,34.6873,0.0125
600968.SH,2020/3/31,2020/6/30,13.5528,23.2629,0.0120
600968.SH,2020/6/30,2020/9/30,9.0571,29.7586,0.0138
600975.SH,2019/9/30,2019/12/31,-27.2485,49.0825,0.0302
600975.SH,2019/12/31,2020/3/31,78.476,62.7031,0.0330
600975.SH,2020/3/31,2020/6/30,34.3039,37.1659,0.0232
600975.SH,2020/6/30,2020/9/30,-27.8567,46.2937,0.0224
600976.SH,2019/9/30,2019/12/31,14.855,28.6859,0.0153
600976.SH,2019/12/31,2020/3/31,-36.3575,46.021,0.0218
600976.SH,2020/3/31,2020/6/30,86.1678,21.7414,0.0128
600976.SH,2020/6/30,2020/9/30,288.3003,63.2797,0.0345
600977.SH,2019/9/30,2019/12/31,-12.4448,29.0919,0.0171
600977.SH,2019/12/31,2020/3/31,-65.7972,50.1762,0.0218
600977.SH,2020/3/31,2020/6/30,53.3239,25.2494,0.0134
600977.SH,2020/6/30,2020/9/30,53.3829,29.9169,0.0166
600984.SH,2019/9/30,2019/12/31,75.1092,37.9186,0.0241
600984.SH,2019/12/31,2020/3/31,114.3203,56.7,0.0260
600984.SH,2020/3/31,2020/6/30,1795.8,51.4063,0.0324
600984.SH,2020/6/30,2020/9/30,-39.8486,70.3477,0.0394
600985.SH,2019/9/30,2019/12/31,-5.0798,29.0337,0.0150
600985.SH,2019/12/31,2020/3/31,-57.4707,35.3652,0.0101
600985.SH,2020/3/31,2020/6/30,-1.1272,20.1138,0.0105
600985.SH,2020/6/30,2020/9/30,131.0437,50.4313,0.0237
600986.SH,2019/9/30,2019/12/31,115.5058,74.5197,0.0428
600986.SH,2019/12/31,2020/3/31,-77.4595,62.2605,0.0277
600986.SH,2020/3/31,2020/6/30,252.3672,58.3078,0.0334
600986.SH,2020/6/30,2020/9/30,19.9234,50.8175,0.0285
600987.SH,2019/9/30,2019/12/31,14.5729,19.7703,0.0108
600987.SH,2019/12/31,2020/3/31,-40.7935,37.8201,0.0138
600987.SH,2020/3/31,2020/6/30,10.3131,24.9925,0.0145
600987.SH,2020/6/30,2020/9/30,1.4126,25.7194,0.0129
600988.SH,2019/9/30,2019/12/31,12.0552,35.499,0.0223
600988.SH,2019/12/31,2020/3/31,956.3318,72.6972,0.0454
600988.SH,2020/3/31,2020/6/30,294.583,53.0262,0.0338
600988.SH,2020/6/30,2020/9/30,327.0396,81.4763,0.0482
600989.SH,2019/9/30,2019/12/31,-18.6668,21.837,0.0113
600989.SH,2019/12/31,2020/3/31,-37.5641,41.3057,0.0212
600989.SH,2020/3/31,2020/6/30,13.8747,27.285,0.0166
600989.SH,2020/6/30,2020/9/30,108.2059,45.2304,0.0251
600990.SH,2019/9/30,2019/12/31,-40.9893,25.2579,0.0138
600990.SH,2019/12/31,2020/3/31,-54.0885,51.9206,0.0235
600990.SH,2020/3/31,2020/6/30,24.0333,28.2605,0.0155
600990.SH,2020/6/30,2020/9/30,37.5388,44.3013,0.0206
600993.SH,2019/9/30,2019/12/31,17.3394,26.3484,0.0161
600993.SH,2019/12/31,2020/3/31,-44.574,34.5375,0.0106
600993.SH,2020/3/31,2020/6/30,656.7089,37.8226,0.0236
600993.SH,2020/6/30,2020/9/30,-28.2009,56.8185,0.0319
600998.SH,2019/9/30,2019/12/31,-6.557,27.2097,0.0161
600998.SH,2019/12/31,2020/3/31,168.1086,50.4047,0.0304
600998.SH,2020/3/31,2020/6/30,39.508,35.989,0.0229
600998.SH,2020/6/30,2020/9/30,-26.8929,40.101,0.0224
600999.SH,2019/9/30,2019/12/31,36.2308,22.8941,0.0104
600999.SH,2019/12/31,2020/3/31,-28.8177,39.1688,0.0113
600999.SH,2020/3/31,2020/6/30,202.4313,32.6095,0.0183
600999.SH,2020/6/30,2020/9/30,143.8733,55.8054,0.0271
601000.SH,2019/9/30,2019/12/31,19.0424,16.2601,0.0082
601000.SH,2019/12/31,2020/3/31,-42.9431,30.9726,0.0105
601000.SH,2020/3/31,2020/6/30,14.0377,13.0938,0.0072
601000.SH,2020/6/30,2020/9/30,50.9075,36.2097,0.0195
601003.SH,2019/9/30,2019/12/31,46.4423,36.8566,0.0227
601003.SH,2019/12/31,2020/3/31,-42.7173,34.1465,0.0129
601003.SH,2020/3/31,2020/6/30,-7.2589,20.902,0.0131
601003.SH,2020/6/30,2020/9/30,7.7574,32.9423,0.0138
601006.SH,2019/9/30,2019/12/31,35.7992,10.7787,0.0063
601006.SH,2019/12/31,2020/3/31,-55.2282,20.904,0.0075
601006.SH,2020/3/31,2020/6/30,15.5488,15.8471,0.0091
601006.SH,2020/6/30,2020/9/30,-8.3899,15.3238,0.0061
601009.SH,2019/9/30,2019/12/31,7.7069,19.0873,0.0097
601009.SH,2019/12/31,2020/3/31,-54.9245,28.5319,0.0072
601009.SH,2020/3/31,2020/6/30,24.0386,14.1134,0.0085
601009.SH,2020/6/30,2020/9/30,31.6141,34.3015,0.0170
601012.SH,2019/9/30,2019/12/31,-22.7328,29.7271,0.0180
601012.SH,2019/12/31,2020/3/31,-2.3533,52.3704,0.0248
601012.SH,2020/3/31,2020/6/30,716.6208,43.4658,0.0260
601012.SH,2020/6/30,2020/9/30,915.7085,59.2819,0.0340
601016.SH,2019/9/30,2019/12/31,-7.9466,19.1383,0.0086
601016.SH,2019/12/31,2020/3/31,-36.2628,34.3319,0.0105
601016.SH,2020/3/31,2020/6/30,5.8771,16.3252,0.0080
601016.SH,2020/6/30,2020/9/30,176.0799,61.414,0.0332
601019.SH,2019/9/30,2019/12/31,-16.1349,17.1597,0.0080
601019.SH,2019/12/31,2020/3/31,-24.7921,30.4412,0.0100
601019.SH,2020/3/31,2020/6/30,8.3403,15.8055,0.0081
601019.SH,2020/6/30,2020/9/30,-1.7936,24.1409,0.0097
601021.SH,2019/9/30,2019/12/31,4.6311,21.405,0.0126
601021.SH,2019/12/31,2020/3/31,-72.6393,45.2838,0.0219
601021.SH,2020/3/31,2020/6/30,50.2409,35.8074,0.0204
601021.SH,2020/6/30,2020/9/30,170.9001,32.3299,0.0166
601028.SH,2019/9/30,2019/12/31,62.5469,30.6402,0.0189
601028.SH,2019/12/31,2020/3/31,52.4605,46.4033,0.0216
601028.SH,2020/3/31,2020/6/30,2527.58,45.6636,0.0287
601028.SH,2020/6/30,2020/9/30,24.9672,48.8847,0.0289
601038.SH,2019/9/30,2019/12/31,12.5144,37.4645,0.0220
601038.SH,2019/12/31,2020/3/31,-28.1908,66.9089,0.0349
601038.SH,2020/3/31,2020/6/30,479.87,67.8068,0.0428
601038.SH,2020/6/30,2020/9/30,130.7051,62.3361,0.0375
601058.SH,2019/9/30,2019/12/31,38.926,33.8652,0.0206
601058.SH,2019/12/31,2020/3/31,-51.9497,53.5427,0.0204
601058.SH,2020/3/31,2020/6/30,-19.4301,33.9504,0.0204
601058.SH,2020/6/30,2020/9/30,149.1242,46.147,0.0223
601066.SH,2019/9/30,2019/12/31,207.9576,49.3697,0.0235
601066.SH,2019/12/31,2020/3/31,1.0999,61.8276,0.0246
601066.SH,2020/3/31,2020/6/30,174.2969,44.9762,0.0220
601066.SH,2020/6/30,2020/9/30,189.4956,62.0432,0.0278
601077.SH,2019/9/30,2019/12/31,0,72.9967,0.0188
601077.SH,2019/12/31,2020/3/31,-63.4886,30.6151,0.0083
601077.SH,2020/3/31,2020/6/30,-24.956,12.679,0.0073
601077.SH,2020/6/30,2020/9/30,25.0331,32.6576,0.0138
601088.SH,2019/9/30,2019/12/31,-9.1593,16.3565,0.0089
601088.SH,2019/12/31,2020/3/31,-39.1501,30.3717,0.0127
601088.SH,2020/3/31,2020/6/30,-23.1502,19.8683,0.0103
601088.SH,2020/6/30,2020/9/30,65.4928,27.0365,0.0111
601098.SH,2019/9/30,2019/12/31,-13.5773,20.94,0.0120
601098.SH,2019/12/31,2020/3/31,-37.7898,40.9436,0.0186
601098.SH,2020/3/31,2020/6/30,24.6824,19.1991,0.0114
601098.SH,2020/6/30,2020/9/30,10.6271,26.1247,0.0117
601100.SH,2019/9/30,2019/12/31,164.1436,35.1991,0.0220
601100.SH,2019/12/31,2020/3/31,143.9053,49.9974,0.0263
601100.SH,2020/3/31,2020/6/30,220.3304,40.4748,0.0246
601100.SH,2020/6/30,2020/9/30,266.2477,45.5039,0.0268
601108.SH,2019/9/30,2019/12/31,40.6587,30.131,0.0121
601108.SH,2019/12/31,2020/3/31,-36.8875,54.9248,0.0206
601108.SH,2020/3/31,2020/6/30,5.0292,33.7894,0.0160
601108.SH,2020/6/30,2020/9/30,283.7118,65.8669,0.0307
601111.SH,2019/9/30,2019/12/31,96.0554,29.2206,0.0141
601111.SH,2019/12/31,2020/3/31,-80.108,46.8711,0.0208
601111.SH,2020/3/31,2020/6/30,-0.6279,30.6113,0.0161
601111.SH,2020/6/30,2020/9/30,36.4021,32.4123,0.0171
601117.SH,2019/9/30,2019/12/31,59.0406,22.2271,0.0118
601117.SH,2019/12/31,2020/3/31,-26.9863,48.5052,0.0177
601117.SH,2020/3/31,2020/6/30,-29.521,18.1851,0.0093
601117.SH,2020/6/30,2020/9/30,6.2562,27.4466,0.0097
601118.SH,2019/9/30,2019/12/31,42.0278,28.1251,0.0164
601118.SH,2019/12/31,2020/3/31,37.8985,57.2111,0.0325
601118.SH,2020/3/31,2020/6/30,-16.8455,37.4809,0.0227
601118.SH,2020/6/30,2020/9/30,13.8373,39.8709,0.0218
601126.SH,2019/9/30,2019/12/31,-15.7182,19.9174,0.0104
601126.SH,2019/12/31,2020/3/31,33.3436,58.473,0.0306
601126.SH,2020/3/31,2020/6/30,-9.0918,58.8383,0.0368
601126.SH,2020/6/30,2020/9/30,39.4772,38.3203,0.0195
601128.SH,2019/9/30,2019/12/31,95.9718,33.4119,0.0175
601128.SH,2019/12/31,2020/3/31,-64.778,43.0462,0.0160
601128.SH,2020/3/31,2020/6/30,42.3296,31.6954,0.0191
601128.SH,2020/6/30,2020/9/30,24.5898,40.3837,0.0203
601137.SH,2019/9/30,2019/12/31,-2.1201,35.2479,0.0190
601137.SH,2019/12/31,2020/3/31,32.5284,61.5733,0.0255
601137.SH,2020/3/31,2020/6/30,220.6484,41.1438,0.0224
601137.SH,2020/6/30,2020/9/30,-38.0516,39.8991,0.0198
601138.SH,2019/9/30,2019/12/31,117.3696,33.9913,0.0203
601138.SH,2019/12/31,2020/3/31,-70.3522,57.5821,0.0235
601138.SH,2020/3/31,2020/6/30,111.8954,36.0822,0.0188
601138.SH,2020/6/30,2020/9/30,-31.1553,34.892,0.0145
601139.SH,2019/9/30,2019/12/31,135.7282,44.0495,0.0272
601139.SH,2019/12/31,2020/3/31,-20.9551,41.3722,0.0200
601139.SH,2020/3/31,2020/6/30,-18.23,27.152,0.0166
601139.SH,2020/6/30,2020/9/30,32.6289,36.7559,0.0195
601155.SH,2019/9/30,2019/12/31,303.8528,31.6727,0.0190
601155.SH,2019/12/31,2020/3/31,-58.8502,51.1692,0.0202
601155.SH,2020/3/31,2020/6/30,-0.7963,26.4066,0.0140
601155.SH,2020/6/30,2020/9/30,91.9766,34.5759,0.0169
601158.SH,2019/9/30,2019/12/31,-3.5208,10.9579,0.0057
601158.SH,2019/12/31,2020/3/31,-24.0808,21.9189,0.0071
601158.SH,2020/3/31,2020/6/30,2.8201,8.5253,0.0038
601158.SH,2020/6/30,2020/9/30,17.5039,21.8551,0.0100
601163.SH,2019/9/30,2019/12/31,77.5318,25.1547,0.0137
601163.SH,2019/12/31,2020/3/31,-52.0441,36.7034,0.0097
601163.SH,2020/3/31,2020/6/30,19.73,16.9619,0.0079
601163.SH,2020/6/30,2020/9/30,58.5224,34.263,0.0152
601166.SH,2019/9/30,2019/12/31,57.5172,19.4832,0.0106
601166.SH,2019/12/31,2020/3/31,-60.0791,31.1059,0.0091
601166.SH,2020/3/31,2020/6/30,-10.3673,15.791,0.0086
601166.SH,2020/6/30,2020/9/30,27.9704,28.4471,0.0125
601168.SH,2019/9/30,2019/12/31,94.9394,28.5921,0.0167
601168.SH,2019/12/31,2020/3/31,-53.7013,42.5088,0.0156
601168.SH,2020/3/31,2020/6/30,25.7182,29.8754,0.0167
601168.SH,2020/6/30,2020/9/30,346.1537,51.3772,0.0262
601169.SH,2019/9/30,2019/12/31,23.53,11.9923,0.0054
601169.SH,2019/12/31,2020/3/31,-48.9282,19.7197,0.0046
601169.SH,2020/3/31,2020/6/30,2.5919,10.3925,0.0054
601169.SH,2020/6/30,2020/9/30,5.9659,23.6494,0.0091
601179.SH,2019/9/30,2019/12/31,22.6907,14.3026,0.0076
601179.SH,2019/12/31,2020/3/31,312.65,64.74,0.0405
601179.SH,2020/3/31,2020/6/30,-20.884,61.105,0.0334
601179.SH,2020/6/30,2020/9/30,-32.4481,43.2774,0.0200
601186.SH,2019/9/30,2019/12/31,26.8076,21.0812,0.0106
601186.SH,2019/12/31,2020/3/31,-10.472,43.5983,0.0207
601186.SH,2020/3/31,2020/6/30,-54.997,21.2957,0.0100
601186.SH,2020/6/30,2020/9/30,5.8151,27.2436,0.0109
601200.SH,2019/9/30,2019/12/31,5.6394,15.7789,0.0083
601200.SH,2019/12/31,2020/3/31,29.2895,45.3343,0.0220
601200.SH,2020/3/31,2020/6/30,2.1105,29.1528,0.0178
601200.SH,2020/6/30,2020/9/30,-13.3914,33.0414,0.0170
601211.SH,2019/9/30,2019/12/31,9.7077,21.9431,0.0080
601211.SH,2019/12/31,2020/3/31,-44.1609,41.5564,0.0096
601211.SH,2020/3/31,2020/6/30,27.5782,17.3813,0.0075
601211.SH,2020/6/30,2020/9/30,42.6006,39.0737,0.0136
601222.SH,2019/9/30,2019/12/31,8.7448,24.4057,0.0117
601222.SH,2019/12/31,2020/3/31,44.4766,50.1702,0.0211
601222.SH,2020/3/31,2020/6/30,26.55,20.5517,0.0090
601222.SH,2020/6/30,2020/9/30,203.1928,59.3218,0.0332
601225.SH,2019/9/30,2019/12/31,9.9998,20.6068,0.0102
601225.SH,2019/12/31,2020/3/31,-55.1862,28.4907,0.0123
601225.SH,2020/3/31,2020/6/30,-8.7396,21.7083,0.0123
601225.SH,2020/6/30,2020/9/30,110.9742,35.9754,0.0172
601229.SH,2019/9/30,2019/12/31,4.8134,14.6855,0.0078
601229.SH,2019/12/31,2020/3/31,-45.7649,19.7808,0.0063
601229.SH,2020/3/31,2020/6/30,2.5496,8.952,0.0056
601229.SH,2020/6/30,2020/9/30,13.798,25.0067,0.0109
601231.SH,2019/9/30,2019/12/31,106.2379,60.4755,0.0362
601231.SH,2019/12/31,2020/3/31,-57.9283,72.3155,0.0326
601231.SH,2020/3/31,2020/6/30,289.5087,50.3066,0.0244
601231.SH,2020/6/30,2020/9/30,113.34,59.671,0.0324
601233.SH,2019/9/30,2019/12/31,104.0449,25.1703,0.0140
601233.SH,2019/12/31,2020/3/31,-63.915,44.067,0.0191
601233.SH,2020/3/31,2020/6/30,54.2186,27.5836,0.0145
601233.SH,2020/6/30,2020/9/30,44.1452,45.3524,0.0198
601236.SH,2019/9/30,2019/12/31,29.1223,43.1278,0.0186
601236.SH,2019/12/31,2020/3/31,102.3017,77.1635,0.0373
601236.SH,2020/3/31,2020/6/30,-24.1455,48.2704,0.0207
601236.SH,2020/6/30,2020/9/30,-15.7557,52.5201,0.0225
601238.SH,2019/9/30,2019/12/31,-17.7376,28.8152,0.0172
601238.SH,2019/12/31,2020/3/31,-33.5905,47.1138,0.0191
601238.SH,2020/3/31,2020/6/30,-49.1361,27.5551,0.0149
601238.SH,2020/6/30,2020/9/30,25.1135,40.3955,0.0224
601288.SH,2019/9/30,2019/12/31,25.1943,9.4945,0.0052
601288.SH,2019/12/31,2020/3/31,-34.2092,16.6187,0.0059
601288.SH,2020/3/31,2020/6/30,-3.615,8.2676,0.0046
601288.SH,2020/6/30,2020/9/30,-3.8299,18.5421,0.0089
601311.SH,2019/9/30,2019/12/31,5.329,25.0093,0.0127
601311.SH,2019/12/31,2020/3/31,-37.5641,48.6369,0.0191
601311.SH,2020/3/31,2020/6/30,32.3048,22.6158,0.0117
601311.SH,2020/6/30,2020/9/30,58.0212,36.9359,0.0182
601318.SH,2019/9/30,2019/12/31,-12.3502,15.3733,0.0071
601318.SH,2019/12/31,2020/3/31,-60.0433,29.6528,0.0081
601318.SH,2020/3/31,2020/6/30,23.056,20.2375,0.0103
601318.SH,2020/6/30,2020/9/30,35.4852,33.3384,0.0130
601319.SH,2019/9/30,2019/12/31,-42.0582,33.3242,0.0174
601319.SH,2019/12/31,2020/3/31,-55.3379,36.6169,0.0085
601319.SH,2020/3/31,2020/6/30,8.8685,16.8841,0.0073
601319.SH,2020/6/30,2020/9/30,36.3718,47.2657,0.0203
601328.SH,2019/9/30,2019/12/31,10.6871,10.7674,0.0054
601328.SH,2019/12/31,2020/3/31,-31.4013,19.5866,0.0062
601328.SH,2020/3/31,2020/6/30,-6.9902,7.8903,0.0043
601328.SH,2020/6/30,2020/9/30,-20.5212,17.4529,0.0071
601333.SH,2019/9/30,2019/12/31,-2.5927,12.8375,0.0062
601333.SH,2019/12/31,2020/3/31,-66.5981,30.4381,0.0081
601333.SH,2020/3/31,2020/6/30,-18.0352,15.1914,0.0073
601333.SH,2020/6/30,2020/9/30,20.3492,30.7504,0.0142
601336.SH,2019/9/30,2019/12/31,-2.025,20.5687,0.0085
601336.SH,2019/12/31,2020/3/31,-58.8196,39.2374,0.0102
601336.SH,2020/3/31,2020/6/30,47.9035,23.3766,0.0115
601336.SH,2020/6/30,2020/9/30,300.0733,58.7576,0.0260
601366.SH,2019/9/30,2019/12/31,-6.1947,16.1167,0.0073
601366.SH,2019/12/31,2020/3/31,158.9779,38.8068,0.0213
601366.SH,2020/3/31,2020/6/30,-41.5342,37.5431,0.0234
601366.SH,2020/6/30,2020/9/30,68.3835,36.9083,0.0228
601369.SH,2019/9/30,2019/12/31,-8.6016,21.8223,0.0108
601369.SH,2019/12/31,2020/3/31,-51.5857,33.3577,0.0107
601369.SH,2020/3/31,2020/6/30,104.6145,25.3525,0.0148
601369.SH,2020/6/30,2020/9/30,1.209,34.0125,0.0167
601377.SH,2019/9/30,2019/12/31,52.1629,24.1964,0.0105
601377.SH,2019/12/31,2020/3/31,-43.4501,39.2016,0.0109
601377.SH,2020/3/31,2020/6/30,41.7289,27.6676,0.0142
601377.SH,2020/6/30,2020/9/30,190.6477,60.4085,0.0297
601390.SH,2019/9/30,2019/12/31,-4.6142,16.4029,0.0076
601390.SH,2019/12/31,2020/3/31,-32.8422,39.0911,0.0171
601390.SH,2020/3/31,2020/6/30,-26.2167,20.485,0.0093
601390.SH,2020/6/30,2020/9/30,48.1463,28.7061,0.0118
601398.SH,2019/9/30,2019/12/31,27.1466,12.6285,0.0071
601398.SH,2019/12/31,2020/3/31,-43.3849,19.0185,0.0062
601398.SH,2020/3/31,2020/6/30,1.564,10.0948,0.0060
601398.SH,2020/6/30,2020/9/30,-5.1349,21.1033,0.0104
601456.SH,2019/9/30,2019/12/31,0,0,0.0000
601456.SH,2019/12/31,2020/3/31,0,0,0.0000
601456.SH,2020/3/31,2020/6/30,0,0,0.0000
601456.SH,2020/6/30,2020/9/30,0,128.8131,0.0495
601555.SH,2019/9/30,2019/12/31,23.0032,25.7081,0.0102
601555.SH,2019/12/31,2020/3/31,-51.0229,52.4401,0.0204
601555.SH,2020/3/31,2020/6/30,15.8535,26.2562,0.0109
601555.SH,2020/6/30,2020/9/30,194.2541,53.9647,0.0215
601567.SH,2019/9/30,2019/12/31,37.3425,26.2447,0.0155
601567.SH,2019/12/31,2020/3/31,3.5196,46.3877,0.0187
601567.SH,2020/3/31,2020/6/30,-21.525,42.2068,0.0259
601567.SH,2020/6/30,2020/9/30,-3.3254,30.7649,0.0135
601577.SH,2019/9/30,2019/12/31,16.1188,18.0087,0.0073
601577.SH,2019/12/31,2020/3/31,-48.4877,29.1123,0.0077
601577.SH,2020/3/31,2020/6/30,7.1205,11.4761,0.0057
601577.SH,2020/6/30,2020/9/30,74.323,41.1386,0.0196
601600.SH,2019/9/30,2019/12/31,0,18.5561,0.0082
601600.SH,2019/12/31,2020/3/31,-58.2849,29.5531,0.0094
601600.SH,2020/3/31,2020/6/30,-16.2498,15.3283,0.0067
601600.SH,2020/6/30,2020/9/30,23.4932,40.757,0.0143
601601.SH,2019/9/30,2019/12/31,27.8967,22.3082,0.0105
601601.SH,2019/12/31,2020/3/31,-72.4347,38.209,0.0120
601601.SH,2020/3/31,2020/6/30,-0.4482,26.6484,0.0145
601601.SH,2020/6/30,2020/9/30,68.899,42.4231,0.0168
601606.SH,2019/9/30,2019/12/31,-58.2984,25.7936,0.0149
601606.SH,2019/12/31,2020/3/31,-55.6318,47.725,0.0245
601606.SH,2020/3/31,2020/6/30,463.9616,61.6678,0.0392
601606.SH,2020/6/30,2020/9/30,38.6597,62.3755,0.0355
601607.SH,2019/9/30,2019/12/31,2.6779,19.6602,0.0108
601607.SH,2019/12/31,2020/3/31,42.6872,46.0871,0.0293
601607.SH,2020/3/31,2020/6/30,-24.1393,19.9498,0.0119
601607.SH,2020/6/30,2020/9/30,59.1572,42.6837,0.0232
601615.SH,2019/9/30,2019/12/31,10.8412,34.9317,0.0209
601615.SH,2019/12/31,2020/3/31,-56.8092,43.2427,0.0192
601615.SH,2020/3/31,2020/6/30,156.2082,26.0175,0.0159
601615.SH,2020/6/30,2020/9/30,204.9064,56.6167,0.0287
601618.SH,2019/9/30,2019/12/31,-1.4272,15.5902,0.0074
601618.SH,2019/12/31,2020/3/31,-22.2111,42.1408,0.0208
601618.SH,2020/3/31,2020/6/30,-18.974,14.4643,0.0065
601618.SH,2020/6/30,2020/9/30,36.4622,29.5473,0.0115
601628.SH,2019/9/30,2019/12/31,140.1603,30.3993,0.0177
601628.SH,2019/12/31,2020/3/31,-69.3158,41.1,0.0130
601628.SH,2020/3/31,2020/6/30,10.7729,28.8191,0.0160
601628.SH,2020/6/30,2020/9/30,568.8854,70.8569,0.0272
601633.SH,2019/9/30,2019/12/31,69.8899,32.1798,0.0191
601633.SH,2019/12/31,2020/3/31,2.4187,52.829,0.0214
601633.SH,2020/3/31,2020/6/30,-40.5141,26.4721,0.0145
601633.SH,2020/6/30,2020/9/30,2921.31,55.8525,0.0338
601636.SH,2019/9/30,2019/12/31,460.7216,40.3084,0.0235
601636.SH,2019/12/31,2020/3/31,-41.4327,50.453,0.0233
601636.SH,2020/3/31,2020/6/30,179.4884,34.2324,0.0206
601636.SH,2020/6/30,2020/9/30,329.9318,60.4093,0.0310
601658.SH,2019/9/30,2019/12/31,0,25.3313,0.0160
601658.SH,2019/12/31,2020/3/31,-33.8568,16.8779,0.0083
601658.SH,2020/3/31,2020/6/30,-33.954,12.5651,0.0071
601658.SH,2020/6/30,2020/9/30,-3.2411,26.4912,0.0112
601666.SH,2019/9/30,2019/12/31,24.1526,16.5475,0.0080
601666.SH,2019/12/31,2020/3/31,21.9071,42.1683,0.0190
601666.SH,2020/3/31,2020/6/30,-14.3942,25.7665,0.0154
601666.SH,2020/6/30,2020/9/30,350.9727,52.5952,0.0265
601668.SH,2019/9/30,2019/12/31,11.5257,18.643,0.0087
601668.SH,2019/12/31,2020/3/31,-20.3065,38.6439,0.0167
601668.SH,2020/3/31,2020/6/30,-28.333,13.682,0.0059
601668.SH,2020/6/30,2020/9/30,26.4838,26.8721,0.0106
